"cus_id","mannual_report","count"
"8877689391",False,"24"
"2873212765",True,"2"
"6962181067",True,"30"
"5577150313",False,"1"
"4558609924",True,"5"
"4319703577",True,"2"
"1927972279",False,"1"
"1503960366",True,"2"
